Event Number,Call Received,Complaint Number,Shift,Tencode,Tencode Description,Tencode Suffix,Tencode Suffix Description,Disposition Code,Disposition Description,Block,Street Name,Unit Dispatched,Sector,Zone,Reporting Area (RPA),Latitude,Longitude,Mapped Location
PD201800721114,07/20/2018 05:02:01 PM,20180625944,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,6400,HOLLY TRACE CT ,110B,W,25,4807,36.038,-86.956,"(36.038, -86.956)"
PD201800721181,07/20/2018 05:21:34 PM,20180625626,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,400,BROADWAY ,423B,C,21,4091,36.16,-86.778,"(36.16, -86.778)"
PD201800721397,07/20/2018 06:17:56 PM,20180625832,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,300,HICKORY HOLLOW TER ,325B,S,25,8861,36.053,-86.648,"(36.053, -86.648)"
PD201800724257,07/21/2018 04:27:38 PM,20180628240,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,3700,WATERFORD WAY ,335B,S,35,8997,36.083,-86.585,"(36.083, -86.585)"
PD201800726454,07/22/2018 08:45:02 AM,20180630117,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,3700,VILLAGE TRL ,721A,M,21,2027,36.248,-86.771,"(36.248, -86.771)"
PD201800726794,07/22/2018 12:38:44 PM,20180630376,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,1900,DIVISION ST ,813A,MT,11,5711,36.15,-86.797,"(36.15, -86.797)"
PD201800727118,07/22/2018 04:04:26 PM,20180630624,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,300,BROADWAY ,423B,C,21,4105,36.162,-86.776,"(36.162, -86.776)"
PD201800727500,07/22/2018 07:14:09 PM,20180630920,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,3300,MOOREWOOD DR ,721B,M,21,2033,36.241,-86.773,"(36.241, -86.773)"
PD201800728750,07/23/2018 06:21:24 AM,20180632048,C,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,300,ST JAMES PK ,117A,W,17,6113,36.107,-86.829,"(36.107, -86.829)"
PD201800729007,07/23/2018 08:23:09 AM,20180632246,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,2500,HIGHLAND TRACE DR ,621A,N,21,3047,36.221,-86.803,"(36.221, -86.803)"
PD201800729657,07/23/2018 12:30:22 PM,20180632815,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,2900,BRICK CHURCH PKE ,621A,N,21,3023,36.225,-86.782,"(36.225, -86.782)"
PD201800730003,07/23/2018 02:27:29 PM,20180633062,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,1100,ANTIOCH PKE ,3M81,S,15,8843,36.097,-86.704,"(36.097, -86.704)"
PD201800730838,07/23/2018 06:45:38 PM,20180633776,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,7600,HIGHWAY 70 S ,125B,W,25,4811,36.077,-86.95,"(36.077, -86.95)"
PD201800730984,07/23/2018 07:41:29 PM,20180633873,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,900,16TH AV N ,615B,N,15,5419,36.167,-86.801,"(36.167, -86.801)"
PD201800731287,07/23/2018 09:13:44 PM,20180634264,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,1800,MORENA ST ,615B,N,15,5331,36.165,-86.805,"(36.165, -86.805)"
PD201800732187,07/24/2018 04:09:18 AM,20180634943,C,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,1400,ARDEE AV ,215C,E,17,1423,36.21,-86.714,"(36.21, -86.714)"
PD201800733205,07/24/2018 10:46:09 AM,20180635860,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,3600,GEORGIA CT ,111A,W,11,4549,36.157,-86.829,"(36.157, -86.829)"
PD201800733254,07/24/2018 11:02:44 AM,20180635935,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,6000,CHARLOTTE PKE ,115A,W,15,5027,36.148,-86.866,"(36.148, -86.866)"
PD201800733267,07/24/2018 11:05:24 AM,20180635914,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,1400,OAKLAND ACRES DR ,723A,M,23,1789,36.243,-86.73,"(36.243, -86.73)"
PD201800733655,07/24/2018 01:03:48 PM,20180636251,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,1500,FORT NEGLEY BLVD ,825A,MT,21,8051,36.135,-86.774,"(36.135, -86.774)"
PD201800733859,07/24/2018 02:32:04 PM,20180636534,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,1000,HAWKINS ST ,821B,MT,21,6801,36.148,-86.783,"(36.148, -86.783)"
PD201800734279,07/24/2018 04:49:18 PM,20180636795,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,200,BRIDGEWAY CIR ,310B1,S,13,8409,36.101,-86.715,"(36.101, -86.715)"
PD201800739958,07/26/2018 04:31:34 AM,20180641759,C,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,700,OLD HICKORY BLVD ,825C,MT,33,8619,36.043,-86.779,"(36.043, -86.779)"
PD201800740257,07/26/2018 06:47:32 AM,20180642032,C,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,600,SOUTH RIVERBEND CT ,123A,W,25,4809,36.051,-86.953,"(36.051, -86.953)"
PD201800740966,07/26/2018 11:12:23 AM,20180642679,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,3700,BENHAM AV ,825A,MT,25,6413,36.11,-86.809,"(36.11, -86.809)"
PD201800741319,07/26/2018 01:28:17 PM,20180642972,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,400,SWISS AV ,833A,MT,35,8651,36.042,-86.715,"(36.042, -86.715)"
PD201800741854,07/26/2018 04:22:08 PM,20180643423,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,1800,DIVISION ST ,811B,MT,11,5705,36.152,-86.794,"(36.152, -86.794)"
PD201800742388,07/26/2018 07:13:09 PM,20180644068,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,1300,HIGHMEADOWS CT ,325B,S,25,8891,36.08,-86.649,"(36.08, -86.649)"
PD201800743950,07/27/2018 08:02:52 AM,20180645279,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,400,GREAT CIRCLE RD ,611A,N,11,4443,36.199,-86.805,"(36.199, -86.805)"
PD201800744109,07/27/2018 09:17:37 AM,20180645436,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,100,21ST AV S ,812A,MT,15,5715,36.15,-86.801,"(36.15, -86.801)"
PD201800744334,07/27/2018 10:37:02 AM,20180645676,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,200,5TH AV S ,4B41,C,25,4055,36.157,-86.775,"(36.157, -86.775)"
PD201800744410,07/27/2018 11:00:22 AM,20180645722,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,100,W TRINITY LN ,217A,E,23,1863,36.206,-86.773,"(36.206, -86.773)"
PD201800744439,07/27/2018 11:09:23 AM,20180645753,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,300,DELLWAY VILLA RD ,217A,E,23,1831,36.213,-86.762,"(36.213, -86.762)"
PD201800745098,07/27/2018 03:20:11 PM,20180646272,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,5700,MAXON AV ,122B,W,15,4663,36.153,-86.86,"(36.153, -86.86)"
PD201800746239,07/27/2018 10:13:16 PM,20180647146,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,3200,MEADE AV ,804,MT,31,8515,36.102,-86.745,"(36.102, -86.745)"
PD201800747389,07/28/2018 07:54:18 AM,20180648113,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,800,GALE LN ,823A,MT,23,6957,36.118,-86.776,"(36.118, -86.776)"
PD201800748098,07/28/2018 02:55:03 PM,20180648655,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,600,JAMES ROBERTSON PKWY ,SP110,C,11,4203,36.169,-86.786,"(36.169, -86.786)"
PD201800748184,07/28/2018 03:43:10 PM,20180648869,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,4300,VALLEY GROVE DR ,523B,H,23,9539,36.176,-86.589,"(36.176, -86.589)"
PD201800748201,07/28/2018 03:50:14 PM,20180648755,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,1800,MORENA ST ,615B,N,15,5331,36.165,-86.805,"(36.165, -86.805)"
PD201800748817,07/28/2018 08:08:46 PM,20180649224,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,900,YOUNGS LN ,625B,N,23,3013,36.205,-86.808,"(36.205, -86.808)"
PD201800749243,07/28/2018 11:14:34 PM,20180649537,,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,1800,MORENA ST ,615C,N,15,5331,36.165,-86.805,"(36.165, -86.805)"
PD201800749317,07/28/2018 11:41:28 PM,20180649585,,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,5000,LITTLE MARROWBONE RD ,623C,N,27,3323,36.255,-86.966,"(36.255, -86.966)"
PD201800749351,07/28/2018 11:52:23 PM,20180649613,,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,7400,HARROW DR ,125C,W,25,4815,36.078,-86.94,"(36.078, -86.94)"
PD201800750532,07/29/2018 10:22:10 AM,20180650716,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,1800,MORENA ST ,611A,N,15,5331,36.165,-86.805,"(36.165, -86.805)"
PD201800750655,07/29/2018 11:48:17 AM,20180650804,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,200,CUMBERLAND BND ,611A,N,11,4401,36.195,-86.79,"(36.195, -86.79)"
PD201800751407,07/29/2018 05:46:46 PM,20180651378,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,4700,INDIAN SUMMER DR ,722B,M,25,2105,36.287,-86.79,"(36.287, -86.79)"
PD201800751479,07/29/2018 06:13:10 PM,20180651421,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,5500,MORROW RD ,113B,W,11,4637,36.159,-86.856,"(36.159, -86.856)"
PD201800751844,07/29/2018 09:11:39 PM,20180651729,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,1300,14TH AV S ,811B,MT,11,6631,36.14,-86.79,"(36.14, -86.79)"
PD201800752023,07/29/2018 10:42:18 PM,20180651904,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,2800,OPRYLAND DR ,517C,H,15,9209,36.213,-86.696,"(36.213, -86.696)"
PD201800757008,07/31/2018 09:01:15 AM,20180656234,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,300,25TH AV N ,815A,MT,13,5619,36.154,-86.812,"(36.154, -86.812)"
PD201800757507,07/31/2018 11:48:05 AM,20180656627,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,4300,HARDING PKE ,1F42,W,13,5109,36.127,-86.845,"(36.127, -86.845)"
PD201800757514,07/31/2018 11:51:57 AM,20180656642,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,400,FISK ST ,613A,N,15,5401,36.159,-86.8,"(36.159, -86.8)"
PD201800758052,07/31/2018 03:36:59 PM,20180657067,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,2100,ROCK CITY ST ,212B,E,17,1405,36.2,-86.728,"(36.2, -86.728)"
PD201800759825,08/01/2018 02:00:40 AM,20180658623,C,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,3300,COCOA DR ,623C,N,25,3133,36.185,-86.846,"(36.185, -86.846)"
PD201800760440,08/01/2018 07:44:38 AM,20180659238,A,88,Investigate 911 Hang-Up Call,P,,13,FALSE CALL,3000,ARMORY DR ,825A,MT,25,8525,36.102,-86.757,"(36.102, -86.757)"
PD201800760952,08/01/2018 10:31:04 AM,20180659668,A,88,Investigate 911 Hang-Up Call,P,,13,FALSE CALL,900,MAIN ST ,217A,E,13,1131,36.176,-86.755,"(36.176, -86.755)"
PD201800764137,08/02/2018 07:36:04 AM,20180662469,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,4300,HARDING PKE ,117A,W,13,5109,36.127,-86.845,"(36.127, -86.845)"
PD201800764166,08/02/2018 07:50:56 AM,20180662457,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,2800,HYDES FERRY RD ,625A,N,25,3173,36.182,-86.834,"(36.182, -86.834)"
PD201800764342,08/02/2018 08:51:39 AM,20180662798,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,300,4TH AV N ,425A,C,11,4159,36.166,-86.78,"(36.166, -86.78)"
PD201800764830,08/02/2018 11:41:21 AM,20180663127,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,4200,SHAGBARK TRL ,331A,S,33,8867,36.042,-86.619,"(36.042, -86.619)"
PD201800765136,08/02/2018 01:40:36 PM,20180663299,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,1500,PORTER RD ,215A,E,15,1335,36.193,-86.728,"(36.193, -86.728)"
PD201800765290,08/02/2018 02:39:21 PM,20180663483,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,1700,MAGNOLIA BLVD ,8F73,MT,15,6611,36.136,-86.796,"(36.136, -86.796)"
PD201800765969,08/02/2018 06:40:36 PM,20180664124,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,400,EWING DR ,623B,N,21,3029,36.232,-86.787,"(36.232, -86.787)"
PD201800768516,08/03/2018 01:18:27 PM,20180666290,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,3700,HYDES FERRY RD ,603,N,25,3159,36.195,-86.842,"(36.195, -86.842)"
PD201800771341,08/04/2018 09:55:55 AM,20180668580,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,5000,HASTY DR ,835A,MT,35,8659,36.06,-86.72,"(36.06, -86.72)"
PD201800772231,08/04/2018 05:53:36 PM,20180669356,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,1300,TULIP GROVE RD ,523B,H,23,9557,36.175,-86.596,"(36.175, -86.596)"
PD201800772493,08/04/2018 07:57:00 PM,20180669512,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,7200,SANTEELAH WAY ,332B,S,31,8767,36.01,-86.685,"(36.01, -86.685)"
PD201800772580,08/04/2018 08:24:44 PM,20180669550,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,600,BELL TRACE CIR ,332B,S,31,8753,36.041,-86.671,"(36.041, -86.671)"
PD201800776209,08/06/2018 06:02:37 AM,20180672672,C,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,2700,MASHBURN RD ,313A,S,13,8335,36.112,-86.73,"(36.112, -86.73)"
PD201800776991,08/06/2018 12:03:30 PM,20180673140,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,1400,BELL TRACE DR ,331A,S,31,8753,36.039,-86.671,"(36.039, -86.671)"
PD201800777253,08/06/2018 02:25:44 PM,20180673399,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,2500,21ST AV S ,811B,MT,15,5911,36.126,-86.805,"(36.126, -86.805)"
PD201800777327,08/06/2018 02:55:27 PM,20180673420,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,1600,16TH AV N ,614B,N,13,4471,36.175,-86.806,"(36.175, -86.806)"
PD201800777873,08/06/2018 05:39:01 PM,20180674187,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,700,GARRISON DR ,620B,N,23,3025,36.222,-86.818,"(36.222, -86.818)"
PD201800778064,08/06/2018 06:38:59 PM,20180674159,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,1700,22ND AV N ,610B1,N,13,4461,36.179,-86.813,"(36.179, -86.813)"
PD201800779971,08/07/2018 09:45:10 AM,20180676077,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,3700,STEWARTS LN ,625A,N,25,3133,36.19,-86.859,"(36.19, -86.859)"
PD201800780500,08/07/2018 12:50:32 PM,20180676170,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,1000,CALVERT ST ,225A,E,25,1815,36.225,-86.729,"(36.225, -86.729)"
PD201800780776,08/07/2018 02:31:45 PM,20180676406,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,200,5TH AV S ,413B,C,25,4057,36.158,-86.777,"(36.158, -86.777)"
PD201800782140,08/07/2018 09:25:41 PM,20180677661,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,4400,ANDREW JACKSON PKWY ,523B,H,23,9509,36.208,-86.604,"(36.208, -86.604)"
PD201800783670,08/08/2018 08:50:15 AM,20180679007,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,1000,HAWKINS ST ,823A,MT,21,6801,36.148,-86.783,"(36.148, -86.783)"
PD201800783990,08/08/2018 10:36:11 AM,20180679344,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,400,21ST AV S ,815A,MT,15,6709,36.147,-86.799,"(36.147, -86.799)"
